,region,birth_year,age,avg,var
555,south east,2023,9,0.03900150375497456,1.478593568695076e-05
556,south east,2023,10,0.030782351546895945,1.174694104814308e-05
557,south east,2023,11,0.02466300638186209,9.196391350573965e-06
558,south east,2023,12,0.02016557526961876,7.142401641279651e-06
559,south east,2023,13,0.0168972573279086,5.7857247819587044e-06
560,south east,2023,14,0.01452036149650763,4.8488469428933016e-06
561,south east,2023,15,0.012806891350827843,4.258960949319308e-06
562,south east,2023,16,0.011559360707576688,3.917983460057467e-06
563,south east,2023,17,0.010656850663087143,3.7706993931444657e-06
564,south east,2023,18,0.010018908131602985,3.846103349433383e-06
565,south east,2023,19,0.009581103957928378,4.02989664016176e-06
566,south east,2023,20,0.009291952067367189,4.27479274143012e-06
567,south east,2023,21,0.009104381126248574,4.508403795967614e-06
568,south east,2023,22,0.008993082410455685,4.709314534005198e-06
569,south east,2023,23,0.008938180898302872,4.916930315237275e-06
570,south east,2023,24,0.008926910860495877,5.054627436820721e-06
571,south east,2023,25,0.008929166952649835,4.963326640846795e-06
572,south south,2002,0,0.14456209770935227,5.808634743363245e-05
573,south south,2002,1,0.14546603637203567,5.9474216600637776e-05
574,south south,2002,2,0.13670705950875486,3.516326837652883e-05
575,south south,2002,3,0.11668811486950739,2.4117207887470703e-05
576,south south,2002,4,0.09147691622692732,2.0934223392828107e-05
577,south south,2002,5,0.06633219340521115,1.5862069715993153e-05
578,south south,2002,6,0.045461983579508355,9.632321414965029e-06
579,south south,2002,7,0.030652719091533318,5.194698736951947e-06
580,south south,2002,8,0.02149114032349383,2.9267852625972927e-06
581,south south,2002,9,0.016006892838549766,1.8050783859616843e-06
582,south south,2002,10,0.012831826329126887,1.232405858678969e-06
583,south south,2002,11,0.0111920001334422,1.0105829988868116e-06
584,south south,2002,12,0.010517850890945276,9.188146718499962e-07
585,south south,2002,13,0.010443172885181345,9.043739426286961e-07
586,south south,2002,14,0.010746195187447495,9.61205752152437e-07
587,south south,2002,15,0.011262674294793001,1.1024573673868703e-06
588,south south,2002,16,0.011769450096349424,1.3030942733797257e-06
589,south south,2002,17,0.012073974156462214,1.5972168951601643e-06
590,south south,2002,18,0.012203094111559553,2.0841327148180428e-06
591,south south,2002,19,0.012246489979036563,2.815037822419042e-06
592,south south,2002,20,0.012133015165907026,3.71362925872828e-06
593,south south,2002,21,0.01185716857807599,4.692742200861378e-06
594,south south,2002,22,0.011602347733484111,5.6277097189863786e-06
595,south south,2002,23,0.011460410724806152,6.481911593159874e-06
596,south south,2002,24,0.011405473474497859,6.8916135007669355e-06
597,south south,2002,25,0.011409702334012868,6.693761384122331e-06
598,south south,2003,0,0.14466255060277208,5.874528573689867e-05
599,south south,2003,1,0.14553381674269578,6.012734282180432e-05
600,south south,2003,2,0.13671961328602336,3.526605782066761e-05
601,south south,2003,3,0.11671034951693542,2.4435565997253605e-05
602,south south,2003,4,0.0914903488335576,2.12493399164268e-05
603,south south,2003,5,0.06633609670429949,1.6069968989308624e-05
604,south south,2003,6,0.04546888129837781,9.752051392500957e-06
605,south south,2003,7,0.03064921203575803,5.263549921005681e-06
606,south south,2003,8,0.02147917909066973,2.949294319814068e-06
607,south south,2003,9,0.015984217984783076,1.8252355141210448e-06
608,south south,2003,10,0.012808263457125059,1.2409365447366515e-06
609,south south,2003,11,0.011162150836431427,1.016597024183202e-06
610,south south,2003,12,0.010493651752835939,9.237983737299484e-07
611,south south,2003,13,0.010422237617400847,9.108043858163815e-07
612,south south,2003,14,0.01072664664724565,9.700303437991776e-07
613,south south,2003,15,0.01124962522262606,1.1073277455784237e-06
614,south south,2003,16,0.011761253463427141,1.3093275163317392e-06
615,south south,2003,17,0.012068589583678353,1.6119553289896571e-06
616,south south,2003,18,0.012198760140846426,2.0899893013089806e-06
617,south south,2003,19,0.012244985573266606,2.8234585076889936e-06
618,south south,2003,20,0.012130108944291808,3.7298485933721344e-06
619,south south,2003,21,0.011849735349358775,4.691016606118279e-06
620,south south,2003,22,0.01159724049329311,5.639966546408767e-06
621,south south,2003,23,0.01145129652382462,6.474467424014901e-06
622,south south,2003,24,0.011398742819691686,6.893062403367817e-06
623,south south,2003,25,0.01140244547878308,6.6914537777351295e-06
624,south south,2004,0,0.14432097688839757,5.3965963709827146e-05
